@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
1.192E2,8.164E-1,?,8.215E2,1.045E-3,1.035E-1,?,1.06E2,?,?,?,-1.25E-1,1.362E-1,9.249E-2,2.236E-2,4.738E-3,1.746E-2,-7.242E-2,-3.988E-3,-2.16E-2,0E0,5.22E-1,1.234E2,5.205E3,3.907E4,4.822E7,?,?,?,?,?,?,?,?,?,?
1.177E2,7.656E-1,?,6.754E2,1.337E-3,1.065E-1,?,1.17E2,?,?,?,1.796E-2,-3.354E-2,-2.005E-1,-1.334E-1,6.907E-2,-1.765E-1,6.268E-2,7.662E-2,-2.431E-2,0E0,5.504E-1,1.195E2,5.759E3,2.968E3,5.807E7,?,?,?,?,?,?,?,?,?,?
1.553E2,9.141E-1,?,6.747E2,2.086E-3,1.763E-1,?,1.09E2,?,?,?,1.105E-1,-4.567E-2,-1.086E-1,-5.316E-2,3.923E-2,-1.71E-2,1.362E-1,-1.872E-2,6.357E-2,0E0,1.038E0,1.428E2,5.268E3,-1.068E5,5.412E7,?,?,?,?,?,?,?,?,?,?
1.329E2,8.75E-1,?,6.424E2,9.764E-4,8.389E-2,?,1.09E2,?,?,?,-4.02E-2,-3.881E-2,4.185E-2,1.187E-1,-7.35E-3,-1.305E-2,-7.803E-2,-4.33E-2,-1.111E-1,0E0,4.681E-1,1.299E2,5.702E3,-5.445E4,5.561E7,?,?,?,?,?,?,?,?,?,?
1.343E2,8.398E-1,?,6.735E2,1.098E-3,8.886E-2,?,1.17E2,?,?,?,-3.453E-4,4.776E-2,-6.241E-2,-1.989E-2,1.087E-2,1.749E-2,1.017E-1,7.355E-2,4.227E-2,0E0,5.33E-1,1.338E2,5.015E3,-5.062E4,4.774E7,?,?,?,?,?,?,?,?,?,?
1.318E2,8.086E-1,?,7.226E2,1.164E-3,1.32E-1,?,1.11E2,?,?,?,-1.215E-1,5.052E-2,3.087E-2,-7.771E-2,7.691E-2,2.501E-2,-3.611E-2,7.957E-3,2.464E-2,0E0,6.229E-1,1.306E2,5.024E3,-4.194E4,4.8E7,?,?,?,?,?,?,?,?,?,?
1.122E2,7.227E-1,?,7.25E2,8.323E-4,8.912E-2,?,1.03E2,?,?,?,-3.026E-2,6.411E-2,-7.661E-2,1.755E-1,3.76E-2,-1.296E-2,-1.943E-1,7.734E-3,-5.91E-2,0E0,4.159E-1,1.186E2,4.795E3,3.256E4,4.248E7,?,?,?,?,?,?,?,?,?,?
1.124E2,8.164E-1,?,6.547E2,1.842E-3,1.783E-1,?,1.04E2,?,?,?,-4.301E-2,6.826E-2,-3.959E-2,2.308E-2,1.942E-5,1.393E-1,-1.612E-1,1.836E-2,-1.276E-1,0E0,8.249E-1,1.203E2,5.592E3,8.433E3,5.439E7,?,?,?,?,?,?,?,?,?,?
1.429E2,7.93E-1,?,8.422E2,1.468E-3,1.258E-1,?,1.19E2,?,?,?,9.504E-2,1.403E-1,3.925E-2,7.576E-2,1.071E-2,3.721E-2,4.363E-2,-2.073E-2,3.412E-2,0E0,6.415E-1,1.385E2,4.499E3,-5.449E4,4.061E7,?,?,?,?,?,?,?,?,?,?
1.276E2,8.516E-1,?,5.96E2,1.097E-3,1.136E-1,?,1.1E2,?,?,?,1.646E-2,2.834E-2,-4.968E-2,5.469E-3,-3.106E-4,-1.847E-2,-8.818E-2,-1.121E-2,-3.931E-2,0E0,6.047E-1,1.274E2,5.471E3,2.663E3,5.343E7,?,?,?,?,?,?,?,?,?,?
1.352E2,8.984E-1,?,5.098E2,8.806E-4,8.454E-2,?,1.08E2,?,?,?,2.38E-2,-1.318E-2,1.479E-1,7.264E-2,3.295E-2,1.667E-3,1.313E-2,4.301E-3,3.447E-2,0E0,4.731E-1,1.319E2,5.286E3,4.664E3,5.074E7,?,?,?,?,?,?,?,?,?,?
9.076E1,7.773E-1,?,5.598E2,1.149E-3,1.05E-1,?,9.4E1,?,?,?,-2.59E-1,-2.173E-1,7.673E-2,7.699E-2,-7.167E-2,4.172E-2,-1.036E-2,2.723E-2,-5.952E-3,0E0,5.229E-1,1.094E2,5.838E3,1.579E5,6.179E7,?,?,?,?,?,?,?,?,?,?
1.323E2,8.398E-1,?,7.617E2,1.272E-3,1.144E-1,?,1.13E2,?,?,?,4.855E-2,1.426E-1,9.827E-2,9.638E-2,-1.77E-3,-1.604E-2,1.433E-2,1.484E-1,8.358E-2,0E0,6.07E-1,1.333E2,5.018E3,9.501E3,4.471E7,?,?,?,?,?,?,?,?,?,?
1.067E2,8.125E-1,?,6.668E2,1.147E-3,1.117E-1,?,9.7E1,?,?,?,-1.954E-1,-1.331E-1,-3.331E-2,7.822E-2,2.887E-2,3.798E-2,-7.969E-2,1.149E-3,1.012E-2,0E0,5.67E-1,1.168E2,5.78E3,5.131E4,5.636E7,?,?,?,?,?,?,?,?,?,?
1.11E2,7.969E-1,?,6.645E2,1.297E-3,1.317E-1,?,9.7E1,?,?,?,-9.51E-2,4.961E-2,7.691E-3,4.314E-2,-4.264E-2,-1.119E-3,-1.001E-2,7.473E-2,-2.651E-2,0E0,7.681E-1,1.186E2,5.488E3,8.017E4,5.515E7,?,?,?,?,?,?,?,?,?,?
1.467E2,9.023E-1,?,6.761E2,1.931E-3,1.816E-1,?,1.11E2,?,?,?,1.723E-1,-6.09E-2,1.805E-2,3.888E-2,3.644E-2,-1.465E-2,-1.242E-1,9.29E-2,-2.196E-2,0E0,9.275E-1,1.377E2,5.445E3,-4.886E4,5.406E7,?,?,?,?,?,?,?,?,?,?
1.195E2,8.32E-1,?,8.311E2,9.818E-4,9.785E-2,?,1.01E2,?,?,?,2.44E-2,-2.801E-2,-7.579E-2,-1.793E-2,7.319E-2,6.354E-3,-5.499E-2,1.881E-1,-4.956E-2,0E0,4.709E-1,1.233E2,5.6E3,1.062E4,5.229E7,?,?,?,?,?,?,?,?,?,?
1.296E2,8.086E-1,?,6.85E2,1.079E-3,8.264E-2,?,9.7E1,?,?,?,2.098E-2,2.848E-2,-5.947E-2,1.174E-1,-1.881E-2,6.851E-2,1.205E-1,1.081E-1,3.502E-2,0E0,5.139E-1,1.291E2,4.853E3,-1.386E4,4.281E7,?,?,?,?,?,?,?,?,?,?
1.248E2,8.125E-1,?,6.593E2,6.545E-4,6.146E-2,?,1.06E2,?,?,?,-4.976E-2,7.079E-2,-8.036E-3,3.79E-2,-7.731E-2,-9.279E-2,5.64E-2,7.46E-2,3.499E-2,0E0,2.914E-1,1.285E2,4.95E3,1.139E4,4.552E7,?,?,?,?,?,?,?,?,?,?
1.435E2,8.32E-1,?,7.26E2,9.712E-4,9.237E-2,?,1.09E2,?,?,?,3.648E-2,1.696E-1,-2.526E-3,1.946E-2,-8.171E-2,6.432E-3,4.639E-2,-5.375E-3,7.691E-3,0E0,4.801E-1,1.363E2,5.018E3,-6.634E4,4.838E7,?,?,?,?,?,?,?,?,?,?
1.162E2,8.164E-1,?,5.175E2,1.277E-3,1.082E-1,?,1.01E2,?,?,?,-9.662E-2,-8.74E-2,-1.423E-1,-8.375E-3,3.159E-2,-1.237E-1,-1.983E-2,5.912E-2,2.753E-4,0E0,6.07E-1,1.219E2,5.957E3,2.129E4,6.197E7,?,?,?,?,?,?,?,?,?,?
1.436E2,9.023E-1,?,6.759E2,9.757E-4,9.347E-2,?,1.14E2,?,?,?,1.174E-1,-1.317E-1,-5.716E-2,9.898E-3,2.079E-2,3.988E-2,-4.777E-2,1.424E-1,-1.69E-1,0E0,4.466E-1,1.358E2,6.085E3,-6.915E4,6.147E7,?,?,?,?,?,?,?,?,?,?
1.187E2,8.281E-1,?,7.705E2,9.452E-4,9.927E-2,?,1.09E2,?,?,?,7.433E-2,-2.657E-2,9.309E-3,1.358E-1,-7.612E-2,4.994E-2,-1.426E-2,-1.773E-2,4.515E-2,0E0,5.086E-1,1.241E2,5.478E3,4.246E4,5.254E7,?,?,?,?,?,?,?,?,?,?
1.164E2,8.555E-1,?,6.626E2,1.47E-3,1.457E-1,?,1.04E2,?,?,?,-1.935E-1,-6.451E-2,1.331E-1,3.294E-2,8.917E-2,4.222E-2,5.388E-2,1.083E-1,1.898E-2,0E0,7.179E-1,1.226E2,5.502E3,8.259E4,5.299E7,?,?,?,?,?,?,?,?,?,?
1.205E2,8.711E-1,?,5.455E2,1.373E-3,1.278E-1,?,1.16E2,?,?,?,5.716E-2,-4.295E-2,7.011E-2,8.87E-2,-9.208E-2,2.403E-2,3.181E-2,-1.142E-1,3.653E-2,0E0,6.687E-1,1.235E2,5.993E3,4.237E4,6.199E7,?,?,?,?,?,?,?,?,?,?
1.315E2,8.945E-1,?,4.723E2,1.659E-3,1.625E-1,?,1.16E2,?,?,?,5.805E-2,-3.355E-2,-9.983E-3,-3.524E-2,-2.981E-3,-1.045E-1,-8.962E-2,2.661E-2,-1.144E-1,0E0,1.022E0,1.294E2,5.505E3,5.398E3,5.583E7,?,?,?,?,?,?,?,?,?,?
1.279E2,8.516E-1,?,6.605E2,8.172E-4,7.923E-2,?,1.08E2,?,?,?,4.997E-2,-1.133E-1,8.597E-2,1.372E-2,1.977E-3,2.711E-2,2.456E-2,1.146E-2,-5.986E-2,0E0,4.018E-1,1.283E2,5.819E3,2.795E3,5.828E7,?,?,?,?,?,?,?,?,?,?
1.342E2,8.398E-1,?,7.353E2,9.718E-4,1.059E-1,?,1.12E2,?,?,?,4.951E-2,6.161E-3,-4.592E-2,7.45E-2,1.361E-1,1.135E-1,-3.032E-2,-1.676E-1,-1.695E-2,0E0,4.533E-1,1.323E2,5.553E3,-3.633E4,5.47E7,?,?,?,?,?,?,?,?,?,?
1.284E2,9.102E-1,?,8.699E2,1.261E-3,1.155E-1,?,1.17E2,?,?,?,5.248E-2,1.001E-1,2.633E-2,4.095E-2,1.404E-1,4.027E-2,-9.451E-3,-3.534E-2,5.715E-2,0E0,6.383E-1,1.279E2,5.484E3,4.559E4,5.367E7,?,?,?,?,?,?,?,?,?,?
1.195E2,7.734E-1,?,8.952E2,1.4E-3,1.538E-1,?,1.07E2,?,?,?,-3.127E-2,-7.848E-2,-8.189E-2,7.909E-2,3.524E-2,-5.679E-2,-8.72E-3,-1.124E-1,9.842E-2,0E0,7.642E-1,1.227E2,5.352E3,8.371E3,5.245E7,?,?,?,?,?,?,?,?,?,?
1.319E2,9.336E-1,?,5.807E2,1.043E-3,8.934E-2,?,1.08E2,?,?,?,-1.831E-2,-1.506E-1,5.924E-3,-1.358E-1,-1.913E-3,-8.053E-2,-1.54E-2,-1.335E-2,-7.148E-2,0E0,5.087E-1,1.283E2,5.486E3,1.706E4,5.589E7,?,?,?,?,?,?,?,?,?,?
1.058E2,7.539E-1,?,6.132E2,1.887E-3,1.461E-1,?,1.05E2,?,?,?,-1.05E-1,2.877E-2,3.288E-2,-4.42E-2,6.975E-2,1.203E-1,5.928E-2,4.467E-2,-7.392E-2,0E0,8.332E-1,1.15E2,5.223E3,9.611E4,5.052E7,?,?,?,?,?,?,?,?,?,?
1.128E2,7.656E-1,?,9.09E2,1.008E-3,1.152E-1,?,1.1E2,?,?,?,-3.542E-2,4.791E-2,1.828E-2,-1.544E-2,1.08E-2,-1.437E-2,-1.319E-1,-7.319E-2,-6.197E-2,0E0,5.26E-1,1.194E2,5.22E3,4.897E4,5.163E7,?,?,?,?,?,?,?,?,?,?
8.491E1,7.734E-1,?,6.483E2,2.181E-3,1.741E-1,?,9.8E1,?,?,?,-9.764E-2,-1.232E-1,-1.384E-1,-1.626E-1,1.228E-2,1.406E-1,-1.16E-2,-4.423E-2,1.854E-2,0E0,8.419E-1,1.094E2,6.652E3,1.531E5,7.75E7,?,?,?,?,?,?,?,?,?,?
1.295E2,9.258E-1,?,4.846E2,8.166E-4,6.957E-2,?,1.12E2,?,?,?,4.958E-2,-6.329E-2,7.618E-2,-1.281E-1,-1.535E-1,-1.378E-1,-6.958E-2,-5.722E-2,4.995E-2,0E0,4.075E-1,1.292E2,6.039E3,1.945E3,6.622E7,?,?,?,?,?,?,?,?,?,?
1.621E2,9.18E-1,?,7.644E2,1.749E-3,1.582E-1,?,1.2E2,?,?,?,1.716E-1,-1.242E-1,3.648E-2,4.277E-2,-1.983E-2,-4.081E-2,1.105E-1,7.663E-2,2.818E-2,0E0,7.84E-1,1.446E2,5.445E3,-1.096E5,5.42E7,?,?,?,?,?,?,?,?,?,?
9.436E1,6.641E-1,?,5.233E2,1.05E-3,9.697E-2,?,9.6E1,?,?,?,-1.884E-1,1.145E-2,-1.514E-2,4.961E-2,-8.449E-3,-9.805E-2,4.803E-2,4.708E-3,-4.499E-2,0E0,5.006E-1,1.094E2,4.906E3,9.013E4,4.631E7,?,?,?,?,?,?,?,?,?,?
1.359E2,8.398E-1,?,6.507E2,1.105E-3,1.13E-1,?,1.18E2,?,?,?,1.109E-1,2.445E-2,-1.114E-1,5.157E-2,-1.566E-1,3.122E-2,4.364E-3,1.026E-1,6.733E-2,0E0,5.735E-1,1.324E2,5.276E3,-4.828E4,4.984E7,?,?,?,?,?,?,?,?,?,?
1.149E2,8.555E-1,?,6.634E2,1.151E-3,1.174E-1,?,1.12E2,?,?,?,-1.598E-2,1.955E-2,-8.151E-2,-2.718E-2,1.126E-1,2.728E-2,-6.215E-2,1.001E-1,-2.534E-2,0E0,5.91E-1,1.207E2,5.896E3,5.118E4,5.952E7,?,?,?,?,?,?,?,?,?,?
1.144E2,7.5E-1,?,7.479E2,1.159E-3,1.272E-1,?,1.08E2,?,?,?,-4.633E-2,-4.702E-2,1.661E-2,-9.199E-2,-1.892E-2,1.542E-2,-9.626E-2,3.306E-2,2.059E-2,0E0,6.105E-1,1.197E2,4.878E3,3.296E4,4.706E7,?,?,?,?,?,?,?,?,?,?
1.291E2,8.516E-1,?,7.093E2,1.06E-3,1.344E-1,?,1.06E2,?,?,?,-9.83E-3,1.266E-1,-4.21E-2,4.81E-2,4.251E-2,-6.985E-2,-3.794E-2,1.036E-1,-1.083E-2,0E0,5.877E-1,1.291E2,5.207E3,-2.041E3,5.204E7,?,?,?,?,?,?,?,?,?,?
1.206E2,7.656E-1,?,6.787E2,1.472E-3,1.387E-1,?,1.09E2,?,?,?,3.028E-2,3.008E-2,-1.39E-1,1.144E-1,-3.212E-2,1.927E-2,6.626E-4,4.994E-2,4.095E-2,0E0,7.346E-1,1.222E2,4.689E3,5.95E3,4.222E7,?,?,?,?,?,?,?,?,?,?
1.234E2,8.047E-1,?,7.516E2,1.575E-3,1.5E-1,?,1.04E2,?,?,?,-1.08E-2,-5.665E-2,-6.782E-3,-1.589E-2,-2.871E-2,1.249E-1,2.568E-2,7.635E-2,7.11E-2,0E0,8.104E-1,1.255E2,4.95E3,-2.226E3,4.71E7,?,?,?,?,?,?,?,?,?,?
1.366E2,8.164E-1,?,5.751E2,2.184E-3,2.14E-1,?,1.12E2,?,?,?,7.764E-2,7.508E-2,-8.044E-2,5.756E-2,4.503E-2,-1.437E-2,-8.407E-2,-4.77E-2,3.399E-2,0E0,1.106E0,1.336E2,4.88E3,-3.536E4,4.508E7,?,?,?,?,?,?,?,?,?,?
1.13E2,7.266E-1,?,6.025E2,1.072E-3,1.007E-1,?,9.2E1,?,?,?,-1.358E-1,1.367E-1,1.109E-1,1.586E-2,-1.327E-2,7.375E-2,-4.606E-2,6.678E-2,4.907E-2,0E0,5.241E-1,1.202E2,4.75E3,6.601E4,4.562E7,?,?,?,?,?,?,?,?,?,?
1.298E2,8.867E-1,?,8.12E2,8.611E-4,9.023E-2,?,1.06E2,?,?,?,-8.184E-2,3.79E-2,6.44E-2,-7.327E-2,-6.626E-4,7.205E-2,-3.388E-2,3.111E-2,4.007E-2,0E0,4.515E-1,1.287E2,5.209E3,3.534E4,5.262E7,?,?,?,?,?,?,?,?,?,?
1.169E2,8.672E-1,?,4.481E2,1.182E-3,1.155E-1,?,1.03E2,?,?,?,-8.268E-2,6.76E-2,2.948E-2,-4.146E-2,-8.552E-2,9.411E-2,4.182E-2,-7.63E-3,3.084E-2,0E0,6.337E-1,1.223E2,5.557E3,6.267E4,5.567E7,?,?,?,?,?,?,?,?,?,?
1.33E2,8.203E-1,?,6.212E2,1.612E-3,1.292E-1,?,1.15E2,?,?,?,1.694E-2,-1.309E-2,-2.613E-2,-2.077E-2,1.085E-1,7.535E-2,2.896E-2,-7.847E-2,6.419E-2,0E0,8.236E-1,1.307E2,5.155E3,-3.308E4,5.112E7,?,?,?,?,?,?,?,?,?,?
1.095E2,7.5E-1,?,8.428E2,2.335E-3,2.14E-1,?,1.02E2,?,?,?,-6.974E-2,-5.548E-3,-1.068E-1,1.917E-1,6.331E-3,-1.21E-1,9.897E-2,5.917E-2,-5.9E-2,0E0,1.123E0,1.172E2,5.691E3,6.532E4,5.682E7,?,?,?,?,?,?,?,?,?,?
1.006E2,7.031E-1,?,5.485E2,7.278E-4,6.758E-2,?,1.05E2,?,?,?,-1.69E-1,1.103E-2,-5.507E-2,-2.814E-3,4.908E-2,1.791E-2,5.851E-2,-8.916E-2,-1.267E-1,0E0,3.712E-1,1.129E2,5.05E3,7.486E4,4.788E7,?,?,?,?,?,?,?,?,?,?
1.398E2,9.297E-1,?,8.176E2,1.251E-3,1.086E-1,?,1.14E2,?,?,?,1.03E-1,-2.44E-1,6.209E-2,7.831E-2,-4.963E-3,3.59E-2,-4.425E-3,-5.631E-2,6.588E-3,0E0,5.268E-1,1.327E2,6.034E3,4.059E3,5.993E7,?,?,?,?,?,?,?,?,?,?
9.877E1,8.242E-1,?,7.053E2,1.092E-3,1.036E-1,?,7.9E1,?,?,?,-2.563E-1,-1.503E-1,5.71E-2,-1.274E-1,-1.257E-2,-4.109E-2,2.252E-2,6.624E-2,1.014E-1,0E0,5.27E-1,1.16E2,6.119E3,9.182E4,6.503E7,?,?,?,?,?,?,?,?,?,?
1.369E2,8.984E-1,?,6.048E2,8.361E-4,7.814E-2,?,1E2,?,?,?,-7.882E-2,-1.263E-1,-4.372E-2,8.187E-2,1.67E-1,3.096E-2,-1.214E-2,5.002E-2,-3.635E-2,0E0,4.276E-1,1.33E2,6.009E3,-3.899E4,6.031E7,?,?,?,?,?,?,?,?,?,?
1.294E2,8.906E-1,?,9.183E2,1.189E-3,1.066E-1,?,1.02E2,?,?,?,2.162E-2,-1.658E-1,1.347E-2,7.698E-3,-2.887E-2,2.249E-2,-8.639E-2,8.056E-2,5.398E-2,0E0,5.31E-1,1.286E2,6.359E3,-8.057E3,6.737E7,?,?,?,?,?,?,?,?,?,?
1.379E2,8.477E-1,?,6.785E2,1.323E-3,1.257E-1,?,1.17E2,?,?,?,2.062E-2,-3.592E-4,-4.922E-2,-6.722E-2,2.406E-2,-6.42E-2,-2.057E-2,-7.163E-2,2.646E-4,0E0,6.935E-1,1.324E2,5.105E3,-3.348E4,4.885E7,?,?,?,?,?,?,?,?,?,?
1.781E2,9.297E-1,?,7.706E2,2.833E-3,1.989E-1,?,1.28E2,?,?,?,2.839E-1,-2.1E-1,-1.252E-2,-8.006E-2,1.474E-1,6.846E-2,-1.074E-1,1.975E-1,6.311E-3,0E0,9.062E-1,1.51E2,5.835E3,-1.937E5,6.379E7,?,?,?,?,?,?,?,?,?,?
1.217E2,8.125E-1,?,7.099E2,9.664E-4,9.571E-2,?,1.08E2,?,?,?,-2.464E-2,-1.913E-2,3.73E-2,-1.105E-1,3.538E-2,-2.182E-2,1.17E-2,1.914E-3,1.143E-1,0E0,5.093E-1,1.253E2,5.232E3,1.25E4,5.138E7,?,?,?,?,?,?,?,?,?,?
1.145E2,7.188E-1,?,7.695E2,1.129E-3,9.697E-2,?,1.12E2,?,?,?,5.576E-2,1.077E-1,-9.719E-2,-1.227E-1,1.894E-1,1.216E-2,-5.667E-2,-1.648E-2,2.402E-2,0E0,5.519E-1,1.202E2,5.079E3,-4.747E1,4.938E7,?,?,?,?,?,?,?,?,?,?
1.187E2,8.555E-1,?,6.277E2,1.122E-3,8.864E-2,?,8.5E1,?,?,?,-2.024E-1,-2.405E-1,1.368E-1,3.852E-2,-1.197E-1,-5.888E-2,-5.134E-2,-1.567E-1,-5.956E-2,0E0,4.779E-1,1.244E2,6.122E3,2.893E4,6.135E7,?,?,?,?,?,?,?,?,?,?
1.259E2,9.102E-1,?,6.95E2,1.265E-3,1.189E-1,?,1.02E2,?,?,?,-6.64E-2,7.47E-2,-8.541E-3,-8.189E-2,2.215E-1,-6.086E-2,-1.023E-2,8.241E-3,1.198E-1,0E0,6.369E-1,1.26E2,5.669E3,3.389E4,5.891E7,?,?,?,?,?,?,?,?,?,?
1.444E2,8.398E-1,?,7.42E2,1.229E-3,1.116E-1,?,1.22E2,?,?,?,5.047E-2,9.587E-2,4.87E-2,-1.584E-2,-1.512E-1,1.455E-2,-1.665E-1,3.608E-3,6.495E-2,0E0,5.813E-1,1.372E2,4.917E3,-7.36E4,4.659E7,?,?,?,?,?,?,?,?,?,?
1.336E2,8.398E-1,?,6.064E2,1.149E-3,1.184E-1,?,1.13E2,?,?,?,-5.469E-2,-3.255E-3,-6.855E-2,-5.891E-2,1.113E-1,6.172E-3,4.814E-2,2.837E-2,8.991E-2,0E0,6.175E-1,1.301E2,5.459E3,-1.486E4,5.486E7,?,?,?,?,?,?,?,?,?,?
1.402E2,8.203E-1,?,7.228E2,1.341E-3,1.11E-1,?,1.13E2,?,?,?,7.509E-2,-2.491E-2,-5.279E-2,1.432E-1,4.865E-2,1.986E-2,-8.16E-2,-8.885E-2,8.588E-2,0E0,6.242E-1,1.341E2,5.151E3,-4.593E4,4.715E7,?,?,?,?,?,?,?,?,?,?
1.436E2,8.711E-1,?,7.172E2,1.159E-3,1.117E-1,?,1.13E2,?,?,?,1.55E-1,-1.026E-1,-5.076E-2,1.606E-1,8.365E-2,-3.144E-2,-8.186E-2,-3.98E-2,-1.481E-2,0E0,5.697E-1,1.352E2,5.678E3,-6.411E4,5.534E7,?,?,?,?,?,?,?,?,?,?
1.389E2,8.984E-1,?,8.278E2,1.281E-3,1.242E-1,?,1.13E2,?,?,?,5.448E-2,-8.875E-2,-1.601E-1,-2.934E-2,3.151E-2,6.743E-3,-1.238E-1,-3.209E-2,2.278E-2,0E0,6.527E-1,1.315E2,5.885E3,-1.294E4,5.946E7,?,?,?,?,?,?,?,?,?,?
1.235E2,8.086E-1,?,7.282E2,1.964E-3,1.623E-1,?,8.4E1,?,?,?,-1.749E-1,2.152E-2,1.225E-1,2.39E-2,1.184E-1,5.181E-2,-3.327E-2,-9.353E-2,-3.377E-2,0E0,9.305E-1,1.267E2,5.032E3,2.44E4,4.796E7,?,?,?,?,?,?,?,?,?,?
1.037E2,8.008E-1,?,8.036E2,1.123E-3,9.994E-2,?,8.4E1,?,?,?,-2.783E-1,4.134E-2,9.534E-2,8.805E-2,-1.024E-1,4.533E-2,1.637E-2,-2.919E-2,-5.535E-2,0E0,5.298E-1,1.167E2,5.679E3,7.881E4,5.791E7,?,?,?,?,?,?,?,?,?,?
1.294E2,8.203E-1,?,6.377E2,1.149E-3,1.03E-1,?,1.08E2,?,?,?,-4.427E-2,1.453E-1,-4.432E-2,2.889E-2,-2.642E-2,6.486E-2,1.417E-2,-2.565E-2,-1.294E-1,0E0,5.858E-1,1.284E2,4.76E3,-8.989E2,4.351E7,?,?,?,?,?,?,?,?,?,?
1.04E2,7.812E-1,?,5.976E2,9.303E-4,8.612E-2,?,1.07E2,?,?,?,-1.456E-1,-3.191E-2,1.626E-2,-1.969E-2,-8.837E-2,2.56E-2,-7.771E-2,3.098E-2,3.236E-2,0E0,5.121E-1,1.159E2,5.444E3,9.037E4,5.549E7,?,?,?,?,?,?,?,?,?,?
1.336E2,8.398E-1,?,6.918E2,1.739E-3,1.383E-1,?,1.16E2,?,?,?,-4.52E-2,-1.049E-1,-1.342E-1,5.108E-2,-8.608E-2,1.676E-1,-3.341E-2,2.77E-2,6.813E-2,0E0,7.305E-1,1.297E2,5.567E3,-5.78E4,5.311E7,?,?,?,?,?,?,?,?,?,?
1.288E2,9.375E-1,?,7.817E2,1.203E-3,1.135E-1,?,9E1,?,?,?,-1.725E-1,-1.631E-1,6.157E-2,-1.257E-1,-1.416E-3,-9.795E-2,-1.27E-1,-2.404E-2,2.692E-2,0E0,5.682E-1,1.28E2,6.486E3,2.192E4,7.043E7,?,?,?,?,?,?,?,?,?,?
1.118E2,7.344E-1,?,6.779E2,9.271E-4,9.451E-2,?,1.12E2,?,?,?,-1.097E-1,2.596E-2,-3.96E-2,4.684E-2,-5.651E-2,2.898E-3,-2.82E-2,9.386E-2,5.375E-2,0E0,4.77E-1,1.192E2,4.915E3,5.506E4,4.844E7,?,?,?,?,?,?,?,?,?,?
1.473E2,8.164E-1,?,8.865E2,9.422E-4,9.714E-2,?,1.22E2,?,?,?,1.784E-1,1.631E-1,-1.034E-1,2.85E-2,6.659E-2,-8.612E-2,1.467E-1,5.252E-2,5.94E-2,0E0,4.111E-1,1.357E2,5.011E3,-8.715E4,5.047E7,?,?,?,?,?,?,?,?,?,?
1.065E2,7.109E-1,?,5.244E2,1.236E-3,1.053E-1,?,1.05E2,?,?,?,-7.983E-2,1.332E-2,-2.733E-2,1.659E-3,-1.112E-1,-1.655E-1,-1.627E-1,9.984E-2,3.793E-2,0E0,5.442E-1,1.179E2,5.311E3,7.867E3,5.251E7,?,?,?,?,?,?,?,?,?,?
1.48E2,8.945E-1,?,7.372E2,1.026E-3,9.66E-2,?,1.21E2,?,?,?,9.908E-2,1.719E-2,-1.373E-3,-1.4E-3,1.042E-1,-3.17E-3,-1.377E-2,-9.928E-2,-3.769E-2,0E0,5.034E-1,1.386E2,5.439E3,-7.72E4,5.562E7,?,?,?,?,?,?,?,?,?,?
